symbol-id;symbol-en;symbol-fi;category
1152;flag_angola;aangolan lippu;maat liput
1153;flag_anguilla;anguillan lippu;maat liput
1154;flag_antartica;etelämantereen lippu;maat liput
1155;flag_antigua_barbuda;antigua barburan lippu;maat liput
1156;flag_argentina;argentiinan lippu;maat liput
1157;flag_armenia;armenian lippu;maat liput
1158;flag_aruba;aruban lippu;maat liput
1159;flag_asean;asean lippu;maat liput
1160;flag_austria;australian lippu;maat liput
1161;flag_azerbaijan;azerbaidžanin lippu;maat liput
1162;flag_bahrain;bahrainin lippu;maat liput
1163;flag_bangladesh;bangladeshin lippu;maat liput
1164;flag_barbados;barbadoksen lippu;maat liput
1165;flag_belarus;valko-venäjän lippu;maat liput
1166;flag_belgium;belgian lippu;maat liput
1167;flag_belize;belizan lippu;maat liput
1168;flag_benin;beninin lippu;maat liput
1169;flag_bermuda;bermudan lippu;maat liput
1170;flag_bhutan;bhutanin lippu;maat liput
1171;flag_blank;lippu;maat liput
1172;flag_bolivia;bolivian lippu;maat liput
1173;flag_bonaire_dutch_antillies;bonaire alankomaiden antillien lippu;maat liput
1174;flag_bosnia_herzegovina;bosnia herzegovinan lippu;maat liput
1175;flag_botswana;botswanan lippu;maat liput
1176;flag_brazil;brasilian lippu;maat liput
1177;flag_brunei;brunein lippu;maat liput
1178;flag_bulgaria;bulgarian lippu;maat liput
1179;flag_burkina_faso;burkina fason lippu;maat liput
1180;flag_burundi;burundin lippu;maat liput
1181;flag_cambodia;kambodzan lippu;maat liput
1182;flag_cameroon;camerunin lippu;maat liput
1183;flag_canada;kanadan lippu;maat liput
1184;flag_canary_islands;kanariansaarten lippu;maat liput
1185;flag_cape_verde;cap verden lippu;maat liput
1186;flag_caricom;caricom-maiden lippu;maat liput
1187;flag_cayman_islands;cayman-saarten lippu;maat liput
1188;flag_central_african_republic;keski-afrikan tasavallan lippu;maat liput
1189;flag_chad;chadin lippu;maat liput
1190;flag_chile;chilen lippu;maat liput
1191;flag_china;kiinan lippu;maat liput
1192;flag_colombia;kolumbian lippu;maat liput
1193;flag_comoros;komoreiden lippu;maat liput
1194;flag_congo_brazzaville;kongon brazzavillen lippu;maat liput
1195;flag_congo_kinshasa;kongon kinshasan lippu;maat liput
1196;flag_cook_islands;cookin saarten lippu;maat liput
1197;flag_costa_rica;costa rican lippu;maat liput
1198;flag_croatia;kroatian lippu;maat liput
1199;flag_cuba;kuuban lippu;maat liput
1200;flag_cyprus;kyproksen lippu;maat liput
1201;flag_denmark;tanskan lippu;maat liput
1202;flag_djibouti;tanskan lippu;maat liput
1203;flag_dominica;dominican lippu;maat liput
1204;flag_dominican_republic;dominikaanisen tasavallan lippu;maat liput
1205;flag_ecuador;ecuadorin lippu;maat liput
1206;flag_egypt;egyptin lippu;maat liput
1207;flag_el_salvador;el salvadorin lippu;maat liput
1208;flag_england;englannin lippu;maat liput
1209;flag_equatorial_guinea;päiväntasaajan guinean lippu;maat liput
1210;flag_eritrea;eritrean lippu;maat liput
1211;flag_estonia;viron lippu;maat liput
1212;flag_ethiopia;etiopian lippu;maat liput
1213;flag_european_union;euroopan unionin lippu;maat liput
1214;flag_falkland_islands;falkandin saarten lippu;maat liput
1215;flag_fiji;fijin lippu;maat liput
1216;flag_finland;suomen lippu;maat liput
1217;flag_france;ranskan lippu;maat liput
1218;flag_fujairah_-_uae;ujairahin lippu, arabiemiraatit;maat liput
1219;flag_gabon;gabonin lippu;maat liput
1220;flag_georgia;gruusian lippu;maat liput
1221;flag_germany;saksan lippu;maat liput
1222;flag_ghana;ghanan lippu;maat liput
1223;flag_gibraltar;gibraltarin lippu;maat liput
1224;flag_greece;kreikan lippu;maat liput
1225;flag_greenland;grönlannin lippu;maat liput
1226;flag_grenada;granadan lippu;maat liput
1227;flag_guam;guamin lippu;maat liput
1228;flag_guernsey;guernseyn lippu;maat liput
1229;flag_guinea;guinean lippu;maat liput
1230;flag_guinea_bissau;guinea bissaun lippu;maat liput
1231;flag_guyana;guyanan lippu;maat liput
1232;flag_haiti;haitin lippu;maat liput
1233;flag_hawaii;havaijin lippu;maat liput
1234;flag_honduras;hondurasin lippu;maat liput
1235;flag_hong_kong_-_china;hongkongin lippu, kiina;maat liput
1236;flag_hungary;unkarin lippu;maat liput
1237;flag_iceland;islannin lippu;maat liput
1238;flag_india;intian lippu;maat liput
1239;flag_indonesia;indoneesian lippu;maat liput
1240;flag_iran;iranin lippu;maat liput
1241;flag_iraq;irakin lippu;maat liput
1242;flag_ireland;irlannin lippu;maat liput
1243;flag_isle_of_man;mansaaren lippu;maat liput
1244;flag_israel;israelin lippu;maat liput
1245;flag_italy;italian lippu;maat liput
1246;flag_ivory_coast;norsunluurannikon lippu;maat liput
1247;flag_jamaica;jamaican lippu;maat liput
1248;flag_japan;japanin lippu;maat liput
1249;flag_jersey;jerseyn lippu;maat liput
1250;flag_jordan;jordanian lippu;maat liput
1251;flag_kazakhstan;kazakstanin lippu;maat liput
1252;flag_kenya;kenian lippu;maat liput
1253;flag_kiribati;kiribatin lippu;maat liput
1254;flag_kosovo;kosovon lippu;maat liput
1255;flag_kuwait;kuwaitin lippu;maat liput
1256;flag_kyrgyzstan;kirgisian lippu;maat liput
1257;flag_laos;laosin lippu;maat liput
1258;flag_latvia;latvian lippu;maat liput
1259;flag_lebanon;libanonin lippu;maat liput
1260;flag_lesotho;lesothon lippu;maat liput
1261;flag_liberia;liberian lippu;maat liput
1262;flag_libya;libyan lippu;maat liput
1263;flag_liechtenstein;liechtensteinin lippu;maat liput
1264;flag_lithuania;liettuan lippu;maat liput
1265;flag_luxembourg;luxenburgin lippu;maat liput
1266;flag_macedonia;makedonian lippu;maat liput
1267;flag_madagascar;madagarcarin lippu;maat liput
1268;flag_malawi;malawin lippu;maat liput
1269;flag_malaysia;malesian lippu;maat liput
1270;flag_maldives;malediivien lippu;maat liput
1271;flag_mali;malin lippu;maat liput
1272;flag_malta;maltan lippu;maat liput
1273;flag_marshall_islands;marshall-saarten lippu;maat liput
1274;flag_mauritania;mauritanian lippu;maat liput
1275;flag_mauritius;mauritiuksen lippu;maat liput
1276;flag_mexico;meksikon lippu;maat liput
1277;flag_micronesia;mikronesian lippu;maat liput
1278;flag_midway_islands;midwaysaarten lippu;maat liput
1279;flag_moldova;moldovan lippu;maat liput
1280;flag_monaco;monacon lippu;maat liput
1281;flag_mongolia;mongolian lippu;maat liput
1282;flag_montenegro;montenegron lippu;maat liput
1283;flag_morocco;marokon lippu;maat liput
1284;flag_mozambique;mosambiqin lippu;maat liput
1285;flag_myanmar;myanmarin lippu;maat liput
1286;flag_namibia;namibian lippu;maat liput
1287;flag_nato;nato:n lippu;maat liput
1288;flag_nauru;nauru-saarten lippu;maat liput
1289;flag_nepal;nepalin lippu;maat liput
1290;flag_new_caledonia;uuden kaledonian lippu;maat liput
1291;flag_new_zealand;uuden-seelannin lippu;maat liput
1292;flag_nicaragua;nicaraguan lippu;maat liput
1293;flag_niger;nigerin lippu;maat liput
1294;flag_nigeria;nigerian lippu;maat liput
1295;flag_niue;niuen lippu;maat liput
1296;flag_north_korea;pohjois-korean lippu;maat liput
1297;flag_northern_cyprus;pohjois-kyproksen lippu;maat liput
1298;flag_northern_marianas;pohjois-mariaanien lippu;maat liput
1299;flag_norway;norjan lippu;maat liput
1300;flag_olympic_movement;olympialaisten lippu;maat liput
1301;flag_oman;omanin lippu;maat liput
1302;flag_pakistan;pakistanin lippu;maat liput
1303;flag_palau;palaun lippu;maat liput
1304;flag_palestine;paleestiinan lippu;maat liput
1305;flag_panama;panaman lippu;maat liput
1306;flag_papua_new_guinea;papua uusi guinean lippu;maat liput
1307;flag_paraguay;paraguayn lippu;maat liput
1308;flag_peru;perun lippu;maat liput
1309;flag_philippines;filippiinien lippu;maat liput
1310;flag_pitcairn_islands;pitcairnin saarten lippu;maat liput
1311;flag_poland;puolan lippu;maat liput
1312;flag_portugal;portugalian lippu;maat liput
1313;flag_puerto_rico;puerto ricon lippu;maat liput
1314;flag_qatar;qatarin lippu;maat liput
1315;flag_rass_al_khaimah_sharjah;rass al khaimah sharjahin lippu;maat liput
1316;flag_red_cross;punaisen ristin lippu;maat liput
1317;flag_romania;romanian lippu;maat liput
1318;flag_russian_federation;venäjän federaation lippu;maat liput
1319;flag_rwanda;ruandan lippu;maat liput
1320;flag_s_georgia_sandwich_isles;s georgia sandwich saarten lippu;maat liput
1321;flag_sami;samin lippu;maat liput
1322;flag_samoa;samoan lippu;maat liput
1323;flag_san_marino;san marinon lippu;maat liput
1324;flag_sao_tome_principe;sao tomen ja principen lippu;maat liput
1325;flag_sark;sarkin lippu;maat liput
1326;flag_saudi_arabia;saudi arabian lippu;maat liput
1327;flag_scotland;skotlannin lippu;maat liput
1328;flag_seborga;seborgan lippu;maat liput
1329;flag_senegal;senegalin lippu;maat liput
1330;flag_serbia;serbian lippu;maat liput
1331;flag_seychelles;seychellien lippu;maat liput
1332;flag_sierra_leone;sierra leonen lippu;maat liput
1333;flag_singapore;singaporen lippu;maat liput
1334;flag_slovakia;slovakian lippu;maat liput
1335;flag_slovenia;slovenian lippu;maat liput
1336;flag_solomon_islands;salomonsaarten lippu;maat liput
1337;flag_somalia;somalian lippu;maat liput
1338;flag_somaliland;somalimaan lippu;maat liput
1339;flag_south_africa;etelä-afrikan lippu;maat liput
1340;flag_south_korea;etelä-korean lippu;maat liput
1341;flag_spain;espanjan lippu;maat liput
1342;flag_sri_lanka;sri lankan lippu;maat liput
1343;flag_st._kitts_and_nevis;st.kitts ja nevisin lippu;maat liput
1344;flag_st_helena;st helenan lippu;maat liput
1345;flag_st_vincent_grenadines;st vincent grenadinesin lippu;maat liput
1346;flag_suriname;surinamen lippu;maat liput
1347;flag_swaziland;swazimaan lippu;maat liput
1348;flag_sweden;ruotsin lippu;maat liput
1349;flag_switzerland;sveitsin lippu;maat liput
1350;flag_syria;syyrian lippu;maat liput
1351;flag_taiwan;taiwanin lippu;maat liput
1352;flag_tajikistan;tajikistanin lippu;maat liput
1353;flag_tanzania;tansanian lippu;maat liput
1354;flag_thailand;thaimaan lippu;maat liput
1355;flag_the_azores;azoreiden lippu;maat liput
1356;flag_the_bahamas;bahamasaarten lippu;maat liput
1357;flag_the_czech_republic;tsekin tasavallan lippu;maat liput
1358;flag_the_faroe_islands;faroe-saarten lippu;maat liput
1359;flag_the_gambia;gambian lippu;maat liput
1360;flag_the_netherlands;hollannin lippu;maat liput
1361;flag_the_sudan;sudanin lippu;maat liput
1362;flag_tibet;tiibetin lippu;maat liput
1363;flag_timor_leste;itä-timorin lippu;maat liput
1364;flag_togo;togon lippu;maat liput
1365;flag_tokelau;tokelaun lippu;maat liput
1366;flag_tonga;tongan lippu;maat liput
1367;flag_trinidad_and_tobago;trinidad ja tobagon lippu;maat liput
1368;flag_tristan_de_cunha;tristan de cunhan lippu;maat liput
1369;flag_tunisia;tunisian lippu;maat liput
1370;flag_turkey;turkin lippu;maat liput
1371;flag_turkmenistan;turkmenistanin lippu;maat liput
1372;flag_turks_caicos_isles;turkin caicos-saarten lippu;maat liput
1373;flag_tuvalu;tuvalun lippu;maat liput
1374;flag_uganda;ugandan lippu;maat liput
1375;flag_ukraine;ukrainan lippu;maat liput
1376;flag_umm_al_qaiwan_-_uae;umm al qaiwanin lippu, arabiemiraatit;maat liput
1377;flag_united_arab_emirates;yhdistyneiden arabiemiirien lippu;maat liput
1378;flag_united_kingdom;britannian lippu;maat liput
1379;flag_united_nations;yk:n lippu;maat liput
1380;flag_united_states_of_america;usa:n lippu;maat liput
1381;flag_uruguay;uruguayn lippu;maat liput
1382;flag_uzbekistan;uzbekistanin lippu;maat liput
1383;flag_vanuatu;vanuatun lippu;maat liput
1384;flag_vatican_city;vatikaanin lippu;maat liput
1385;flag_venezuela;venezuelan lippu;maat liput
1386;flag_viet_nam;vietnamin lippu;maat liput
1387;flag_virgin_islands;neitsytsaarten lippu;maat liput
1388;flag_wakes_island;waken lippu;maat liput
1389;flag_wales;walesin lippu;maat liput
1390;flag_western_sahara;länsi-saharan lippu;maat liput
1391;flag_yemen;jemenin lippu;maat liput
1392;flag_zambia;sambian lippu;maat liput
1393;flag_zimbabwe;zimbabwen lippu;maat liput
1394;flame;liekki;kuvaileva tila
1395;flamingo;flamingo;eläimet linnut
1396;flannel;kasvopyyhe;terveys hoitotarvikkeet
1397;flat;tasainena;kuvaileva muoto
1398;flat_tyre;tyhjä rengas;liikenne tieliikenne
1399;flatscreen_tv;televisio;tekniikka tv
1400;flip_,_to;kääntää;ruoka ruuanlaitto
1401;flipper;räpylä;eläimet ominaisuudet
1402;float;kellua;tiede
1403;floor;lattia;rakennukset rakenne
1404;florist_1a;kukkakauppias;ihmiset ammatit
1405;florist_1b;kukkakauppias;ihmiset ammatit
1406;florist_2a;kukkakauppias;ihmiset ammatit
1407;florist_2b;kukkakauppias;ihmiset ammatit
1408;flour_plain;jauhot;ruoka viljatuotteet ja leivonta
1409;flour_self_raising;itsestäänkohoavat jauhot;ruoka viljatuotteet ja leivonta
1410;flower;kukka;kasvit ja puut
1411;flush_toilet_,_to;vetää vessa;terveys hoitotoimet
1412;flute;huilu;musiikki instrumentit
1413;fly;kärpänen;eläimet hämähäkit ja hyönteiset
1414;fold_clothes_,_to;viikata;rakennukset kotityöt
1415;food;ruoka;ruoka viljatuotteet ja leivonta
1416;food_blender;tehosekoitin;ruoka välineet
1417;food_bowl_dog;koiran ruokakulho;eläimet ruokinta
1418;food_bowl_horse;hevosen ruokakulho;eläimet ruokinta
1419;food_cold;pakasteet;ruoka annokset
1420;food_hot;kuumaa ruokaa;ruoka ruokailu
1421;foot;jalka;terveys kehonosat
1422;football;jalkapallo;urheilu urheiluvälineet
1423;football_kit_arsenal;peliasu arsenal;vaatteet urheilu
1424;football_kit_aston_villa;peliasu aston villa;vaatteet urheilu
1425;football_kit_barnsley;peliasu barnsley;vaatteet urheilu
1426;football_kit_birmingham;peliasu birmingham;vaatteet urheilu
1427;football_kit_blackburn_rovers;peliasu blackburn rovers;vaatteet urheilu
1428;football_kit_blackpool;peliasu blackpool;vaatteet urheilu
1429;football_kit_blank;peliasu;vaatteet urheilu
1430;football_kit_bolton_wanderers;peliasu bolton wanderers;vaatteet urheilu
1431;football_kit_bristol_city;peliasu bristol city;vaatteet urheilu
1432;football_kit_burnley;peliasu burnley;vaatteet urheilu
1433;football_kit_cardiff;peliasu cardiff;vaatteet urheilu
1434;football_kit_chelsea;peliasu chelsea;vaatteet urheilu
1435;football_kit_coventry;peliasu coventry;vaatteet urheilu
1436;football_kit_crystal_palace;peliasu crystal palace;vaatteet urheilu
1437;football_kit_derby;peliasu derby;vaatteet urheilu
1438;football_kit_doncaster;peliasu doncaster;vaatteet urheilu
1439;football_kit_everton;peliasu everton;vaatteet urheilu
1440;football_kit_fulham;peliasu fulham;vaatteet urheilu
1441;football_kit_hull_city;peliasu hull city;vaatteet urheilu
1442;football_kit_ipswich;peliasu ipswich;vaatteet urheilu
1443;football_kit_leicester;peliasu leicester;vaatteet urheilu
1444;football_kit_liverpool;peliasu liverpool;vaatteet urheilu
1445;football_kit_manchester_city;peliasu manchester city;vaatteet urheilu
1446;football_kit_manchester_united;peliasu manchester united;vaatteet urheilu
1447;football_kit_middlesbrough;peliasu middlesbrough;vaatteet urheilu
1448;football_kit_newcastle_united;peliasu newcastle united;vaatteet urheilu
1449;football_kit_nottingham_forest;peliasu nottingham forest;vaatteet urheilu
1450;football_kit_peterborough;peliasu peterborough;vaatteet urheilu
1451;football_kit_plymouth_argyle;peliasu plymouth argyle;vaatteet urheilu
1452;football_kit_portsmouth;peliasu portsmouth;vaatteet urheilu
1453;football_kit_preston;peliasu preston;vaatteet urheilu
1454;football_kit_qpr;peliasu qpr;vaatteet urheilu
1455;football_kit_reading;peliasu reading;vaatteet urheilu
1456;football_kit_scunthorpe;peliasu scunthorpe;vaatteet urheilu
1457;football_kit_sheffield_united;peliasu sheffield united;vaatteet urheilu
1458;football_kit_sheffield_weds;peliasu sheffield weds;vaatteet urheilu
1459;football_kit_spurs;peliasu spurs;vaatteet urheilu
1460;football_kit_stoke_city;peliasu stoke city;vaatteet urheilu
1461;football_kit_sunderland;peliasu sunderland;vaatteet urheilu
1462;football_kit_swansea;peliasu swansea;vaatteet urheilu
1463;football_kit_watford;peliasu watford;vaatteet urheilu
1464;football_kit_west_bromwich;peliasu west bromwich;vaatteet urheilu
1465;football_kit_west_ham_united;peliasu west ham united;vaatteet urheilu
1466;football_kit_wigan_athletic;peliasu wigan athletic;vaatteet urheilu
1467;football_kit_wolves;peliasu wolves;vaatteet urheilu
1468;forearm;kyynärvarsi;terveys kehonosat
1469;fork;haarukka;ruoka välineet
1470;fork_adapted;haarukka;ruoka ruokailu
1471;fork_lift_truck;haarukkatrukki;liikenne tieliikenne
1472;forty;neljäkymmentä;numerot
1473;forward;eteenpäin;kuvaileva suunta
1474;forwards;eteenpäin;kuvaileva suunta
1475;four;neljä;numerot
1476;four_dots;neljä pistettä;numerot
1477;fourteen;neljätoista;numerot
1478;fox;kettu;eläimet nisäkkäät
1479;frankincense;suitsukkeet;uskonto yleiset
1480;freckles;pisamat;terveys kehonosat
1481;freezer;pakastin;ruoka välineet
1482;french_stick;ranskanleipä;ruoka viljatuotteet ja leivonta
1483;friction;kitka;tiede
1484;fridge;jääkaappi;ruoka välineet
1485;frog;sammakko;eläimet matelijat
1486;fromage_frais;tuorejuusto;ruoka maitotuotteet
1487;front;etuosa;terveys kehonosat
1488;front_door;etuovi;rakennukset rakenne
1489;frozen_chips;pakasteranskalaiset;ruoka annokset
1490;frozen_fish_fingers;kalapuikot;ruoka annokset
1491;frozen_food_box;pakasteruoka;ruoka annokset
1492;frozen_pizza;pakastepizza;ruoka annokset
1493;fruit;hedelmä;ruoka hedelmät
1494;fruit_tree;hedelmäpuu;kasvit ja puut
1495;fry_,_to;paistaa;ruoka ruuanlaitto
1496;frying_pan;paistinpannu;ruoka välineet
1497;full;täynnä;kuvaileva määrä
1498;funnel;suppilo;ruoka välineet
1499;funny_laugh;hassu nauru;ihmiset kuvaileva
1500;furniture;huonekalu;rakennukset huonekalut
1501;future;tulevaisuus;kuvaileva aika
1502;fuzzy;pörröinen;kuvaileva tila
1503;g;g;aakkoset
1504;g_-_lower_case;g;aakkoset
1505;garage;autotalli;rakennukset asuinrakennukset
1506;garden_chair_folding;pihatuoli;matkustus
1507;garden_clippers;puutarhasakset;työkalut puutarha
1508;gardener_1a;puutarhuri;ihmiset ammatit
1509;gardener_1b;puutarhuri;ihmiset ammatit
1510;gardener_2a;puutarhuri;ihmiset ammatit
1511;gardener_2b;puutarhuri;ihmiset ammatit
1512;garlic;valkosipuli;ruoka vihannekset ja salaatit
1513;garlic_bread;valkosipulileipä;ruoka viljatuotteet ja leivonta
1514;garlic_crusher;valkosipulipuristin;ruoka välineet
1515;geography;maantieto;työ ja koulu
1516;geography_class;maantiedon tunti;työ ja koulu
1517;get_dressed_,_to;pukeutua;terveys hoitotoimet
1518;ghost;kummitus;juhlat välineet
1519;giraffe;kirahvi;eläimet nisäkkäät
1520;glass;lasi;tiede
1521;glass_,_drinking;juomalasi;tiede
1522;glasses;lasit;terveys sairaalatarvikkeet
1523;glitter;kimalle;työ ja koulu
1524;globe;maapallo;työ ja koulu
1525;gloves;hansikkaat;vaatteet muut
1526;glue;liima;työ ja koulu
1527;glue_stick;liimapuikko;työ ja koulu
1528;gnat;sääski;eläimet hämähäkit ja hyönteiset
1529;go_through_door_,_to;mennä ovesta;kuvaileva suunta
1530;goal;goal;urheilu urheiluvälineet
1531;gold_bar;kultaharkko;talous
1532;goldfish;goldfish;eläimet kalat ja merenelävät
1533;goldfish_bowl;kultakalamalja;eläimet elinympäristö
1534;golf;maali;urheilu
1535;golf_club;glofklubi;urheilu urheiluvälineet
1536;good;hyvä;kuvaileva tila
1537;good_person;hyvä ihminen;ihmiset kuvaileva
1538;good_to_drink;juomakelpoinen;ruoka ruokailu
1539;good_to_eat;syömäkelpoinen;ruoka ruokailu
1540;good_to_eat_2;syömäkelpoinen;ruoka ruokailu
1541;goose;hanhi;eläimet linnut
1542;goose_roast;hanhenpaisti;ruoka siipikarja
1543;gooseberry;karviainen;ruoka hedelmät
1544;gorilla;gorilla;eläimet nisäkkäät
1545;grains;jyvät;ruoka viljatuotteet ja leivonta
1546;grandfather;isoisä;ihmiset suhteet
1547;grandmother;isoäiti;ihmiset suhteet
1548;grandparents;isovanhemmat;ihmiset suhteet
1549;grape_juice;rypälemehu;juomat
1550;grapefruit;greippi;ruoka hedelmät
1551;grapefruit_juice;greippimehu;juomat
1552;grapes;viinirypäleet;ruoka hedelmät
1553;graph_column;sarakekaavio;numerot laskutoimitukset
1554;grass;ruoho;kasvit ja puut
1555;grate_,_to;raastaa;ruoka ruuanlaitto
1556;grater;raastinrauta;ruoka välineet
1557;gravity;painovoima;tiede
1558;gravy_boat;kastikekulho;ruoka välineet
1559;gravy_pour_,_to;kaataa kastiketta;ruoka ruokailu
1560;great;mahtava;kuvaileva tila
1561;green;vihreä;taide värit
1562;green_beans;vihreät pavut;ruoka vihannekset ja salaatit
1563;green_dark;tummanvihreä;taide värit
1564;green_light;vaaleanvihreä;taide värit
1565;greengrocer_1a;vihanneskauppias;ihmiset ammatit
1566;greengrocer_1b;vihanneskauppias;ihmiset ammatit
1567;greengrocer_2a;vihanneskauppias;ihmiset ammatit
1568;greengrocer_2b;vihanneskauppias;ihmiset ammatit
1569;grey_dark;tummanharmaa;taide värit
1570;grey_light;vaaleanharmaa;taide värit
1571;grill_,_to;grillata;ruoka ruuanlaitto
1572;grill_pan;grilli;ruoka välineet
1573;ground;maa;kasvit ja puut
1574;group_work;ryhmätyö;työ ja koulu
1575;guinea_pig;marsu;eläimet nisäkkäät
1576;guitar;kitara;musiikki instrumentit
1577;gum;purkka;terveys kehonosat
1578;guy;jätkä;juhlat välineet
1579;guy_fawkes;guy fawkes;juhlat tapahtumat
1580;gym_1;kuntosali;urheilu
1581;h;h;aakkoset
1582;h_-_lower_case;h;aakkoset
1583;hair_bunches;saparot;ihmiset kuvaileva
1584;hair_conditioner;hoitoaine;terveys hoitotarvikkeet
1585;hair_curler;papiljotti;terveys hoitotarvikkeet
1586;hair_curlers_electric;lämpörullat;terveys hoitotarvikkeet
1587;hair_curling_tongs;kiharrin;terveys hoitotarvikkeet
1588;hair_dye;hiusväri;terveys hoitotarvikkeet
1589;hair_dye_1;hiusväri;terveys hoitotarvikkeet
1590;hair_plaits;letit;ihmiset kuvaileva
1591;hair_ponytail;poninhäntä;ihmiset kuvaileva
1592;hairbrush;hiusharja;terveys hoitotarvikkeet
1593;haircut;hiustenleikkuu;terveys hoitotoimet
1594;hairdryer;hiustenkuivaaja;terveys hoitotarvikkeet
1595;hairspray;hiuslakka;terveys hoitotarvikkeet
1596;half;puolikas;kuvaileva määrä
1597;halloween;halloween;juhlat tapahtumat
1598;ham;kinkku;ruoka liha
1599;ham_packet;kinkkuleikkeet;ruoka liha
1600;hamburger;hampurilainen;ruoka annokset
1601;hamburger_carton;hampurilaispakkaus;ruoka annokset
1602;hammer;vasara;työkalut työpaja
1603;hamster;hamsteri;eläimet nisäkkäät
1604;hamster_food;hamsterin ruoka;eläimet ruokinta
1605;hamster_maze;hamsterin sokkelo;eläimet elinympäristö
1606;hand_bag;käsilaukku;vaatteet tarvikkeet
1607;hand_cream;käsivoide;terveys hoitotarvikkeet
1608;hand_mixer;sauvasekoitin;ruoka välineet
1609;hand_punch;lävistin;työ ja koulu
1610;handcuffs;käsiraudat;vaatteet tarvikkeet
1611;handle_bars;ohjaustanko;liikenne tieliikenne
1612;handsome;komea;ihmiset kuvaileva
1613;hangar;lentokonehalli;liikenne ilmailu
1614;hankerchief;nenäliina;vaatteet tarvikkeet
1615;happy_lady;iloinen;ihmiset tunteet
1616;happy_man;iloinen;ihmiset tunteet
1617;hard;kova;kuvaileva tila
1618;hard_hat;suojakypärä;vaatteet muut
1619;hare;rusakko;eläimet nisäkkäät
1620;harvest;sadonkorjuu;juhlat välineet
1621;harvest_festival;elonkorjuujuhla;uskonto juhlapäivä
1622;hat_-_ladies;hattu;vaatteet muut
1623;hat_-_mans;hattu;vaatteet muut
1624;hat_christmas;tonttulakki;juhlat välineet
1625;hat_too_big;liian iso hattu;kuvaileva määrä
1626;haunted_house;kummitustalo;juhlat välineet
1627;hazelnut;hasselpähkinä;ruoka pähkinät
1628;head;pää;terveys kehonosat
1629;head_teacher_1a;rehtori;ihmiset ammatit
1630;head_teacher_1b;rehtori;ihmiset ammatit
1631;head_teacher_2a;rehtori;ihmiset ammatit
1632;head_teacher_2b;rehtori;ihmiset ammatit
1633;headache;päänsärky;terveys terveydentila
1634;headband;otsanauha;terveys hoitotarvikkeet
1635;headboard;päätylevy;rakennukset huonekalut
1636;headlamp;ajovalo;liikenne tieliikenne
1637;headmouse;päähiiri;apuvälineet
1638;headphones;kuulokkeet;tekniikka media
1639;headpointer_2;päähiiri;apuvälineet
1640;healthy;terve;terveys terveydentila
1641;hear_,_to;kuulla;terveys kehonosat
1642;hearing_aid_1;kuulokoje;terveys sairaalatarvikkeet
1643;hearing_aid_2;kuulokoje;terveys sairaalatarvikkeet
1644;heart;sydän;terveys kehonosat
1645;heart_shape;sydän;kuvaileva muoto
1646;heat_,_to;lämmittää;ruoka ruuanlaitto
1647;heavy;painava;kuvaileva määrä
1648;hedge;pensasaita;kasvit ja puut
1649;hedge_cutters;pensassakset;työkalut puutarha
1650;hedgehog;siili;eläimet nisäkkäät
1651;heel;kantapää;terveys kehonosat
1652;heel_of_shoe;kanta;vaatteet muut
1653;helicopter;helikopteri;liikenne ilmailu
1654;hello;hei;keskustelu
1655;helmet;kypärä;vaatteet urheilu
1656;helmet_pilot;lentäjän kypärä;vaatteet muut
1657;heptagon;seitsenkulmio;kuvaileva muoto
1658;heron;harmaahaikara;eläimet linnut
1659;hexagon;kuusikulmio;kuvaileva muoto
1660;high;korkea;kuvaileva määrä
1661;high_chair;syöttötuoli;rakennukset huonekalut
1662;highest;korkein;kuvaileva sijainti
1663;hip;lonkka;terveys kehonosat
1664;hippopotamus;virtahepo;eläimet nisäkkäät
1665;hips;lanteet;terveys kehonosat
1666;history;historia;työ ja koulu
1667;history_class;historian tunti;työ ja koulu
1668;hoe;kuokka;työkalut puutarha
1669;hoist;nostolaite;terveys sairaalatarvikkeet
1670;holdall;kassi;matkustus
1671;hole_punch;lävistäjä;työ ja koulu
1672;hole_punch_2;lävistäjä;työ ja koulu
1673;hollow;ontto;kuvaileva muoto
1674;holly;orjanlaakeri;kasvit ja puut
1675;homepage;kotisivu;tietotekniikka
1676;honey;hunaja;ruoka ainekset
1677;hood_hoodie;huppari;vaatteet muut
1678;hooded_top;huppari;vaatteet muut
1679;hoof;kavio;eläimet ominaisuudet
1680;hoover_,_to;imuroida;rakennukset kotityöt
1681;horns;sarvet;eläimet ominaisuudet
1682;horse;hevonen;eläimet nisäkkäät
1683;hose;kasteluletku;työkalut puutarha
1684;hot;kuuma;kuvaileva määrä
1685;hot_air_balloon;kuumailmapallo;liikenne ilmailu
1686;hot_brush;suoristusharja;terveys hoitotarvikkeet
1687;hot_chocolate;kaakao;juomat
1688;hot_dog;hot dog;ruoka annokset
1689;hot_person;kuuma;ihmiset kuvaileva
1690;house;talo;rakennukset asuinrakennukset
1691;houses_of_parliament;parlamentti;politiikka
1692;how;miten;kysymykset
1693;how_many;kuinka monta;kuvaileva määrä
1694;hundred;sata;numerot
1695;hungry;nälkäinen;ruoka ruokailu
1696;husband;aviomies;ihmiset suhteet
1697;i;i;aakkoset
1698;i_-_lower_case;i;aakkoset
1699;ice_cream;jäätelö;ruoka jälkiruuat ja herkut
